번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소
1889,051360,토비스,032605,영상 및 음향기기 제조업,"16,717,058","8,358,529,000",500,원(KRW),032-712-5112,인천 연수구 송도동 7-10 
1890,045340,토탈소프트,105802,소프트웨어 개발 및 공급업,"8,558,040","4,279,020,000",500,원(KRW),070-4733-1000,부산광역시 해운대구 반송로513번길 66-39(석대동) 
1891,057880,토필드,032605,영상 및 음향기기 제조업,"29,667,026","14,833,513,000",500,원(KRW),031-778-0800,경기도 성남시 분당구  정자일로 23  토필드 빌딜
1892,108230,톱텍,032902,특수 목적용 기계 제조업,"36,796,254","18,534,460,500",500,원(KRW),054-472-1100,경상북도 구미시 산동면 첨단기업4로 49-53 - 
1893,079970,투비소프트,105802,소프트웨어 개발 및 공급업,"24,376,456","12,188,228,000",500,원(KRW),02-2140-7700,"서울특별시 강남구 봉은사로 617 인탑스빌딩 3, 4, 5층 (삼성동)"
1894,199800,툴젠,137001,자연과학 및 공학 연구개발업,"6,436,799","3,218,399,500",500,원(KRW),02-873-8168,"서울특별시 금천구 가산디지털1로 219(가산동) 벽산디지털밸리 6차 1204,1205,1206 "
1895,140890,트러스제7호,126801,부동산 임대 및 공급업,"9,686,000","48,430,000,000","5,000",원(KRW),02-785-8920,서울특별시 양천구  목동동로 233-3 
1896,105550,트루윈,032602,전자부품 제조업,"11,043,418","5,521,709,000",500,원(KRW),042-612-5000,대전광역시 유성구 엑스포로 385 (주)트루윈
1897,026150,특수건설,064102,토목 건설업,"14,994,814","7,497,407,000",500,원(KRW),02-590-6400,서울특별시 서초구 효령로 358 -
1898,117730,티로보틱스,032902,특수 목적용 기계 제조업,"5,399,459","2,699,729,500",500,원(KRW),031-716-4507,경기도 오산시 가장동 377-1 &nbsp;
1899,033830,티비씨,106002,텔레비전 방송업,"100,000,000","50,000,000,000",500,원(KRW),537601900,대구광역시 수성구 동대구로 23 
1900,084870,티비에이치글로벌,031401,봉제의복 제조업,"20,856,819","10,428,409,500",500,원(KRW),02-2058-3800,서울특별시 강남구 봉은사로 456 베이직하우스빌딩(삼성동)
1901,228180,티씨엠생명과학,137001,자연과학 및 공학 연구개발업,"2,075,754","1,037,877,000",500,원(KRW),031-698-3041,"경기도 성남시 분당구 판교로228번길 15, 3동 3층 (삼평동, 판교세븐벤처밸리 1)"
1902,064760,티씨케이,032309,기타 비금속 광물제품 제조업,"11,675,000","5,837,500,000",500,원(KRW),(031)677-0277,경기도 안성시 미양면 개정산업단지로 71- 
1903,246710,티앤알바이오팹,032101,기초 의약물질 및 생물학적 제제 제조업,"8,157,184","4,078,592,000",500,원(KRW),031-431-3344,"경기도 시흥시 산기대학로 237, 540호(정왕동, 한국산업기술대학교 스마트허브 산학융합본부) &nbsp;"
1904,277880,티에스아이,032902,특수 목적용 기계 제조업,"5,842,170","2,921,085,000",500,원(KRW),031-667-2623,경기도 평택시 서탄면 수월암3길 43 
1905,131290,티에스이,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","11,061,429","5,530,714,500",500,원(KRW),041-581-9955,충청남도 천안시 서북구 직산읍 군수1길 189 -
1906,246690,티에스인베스트먼트,116402,신탁업 및 집합투자업,"22,421,004","11,210,502,000",500,원(KRW),02-6250-5700,"서울특별시 강남구 선릉로 531, 3층 302호 "
1907,019180,티에이치엔,032809,기타 전기장비 제조업,"18,000,000","9,000,000,000",500,원(KRW),053-583-3001,대구광역시 달서구 성서로71길 43 
1908,062860,티엘아이,032601,반도체 제조업,"9,872,720","4,936,360,000",500,원(KRW),031-784-6800,"경기도 성남시 중원구 양현로 405번길 12
티엘아이빌딩 7층, 8층, 9층 10층 "
1909,091810,티웨이항공,085101,항공 여객 운송업,"46,974,812","23,487,406,000",500,원(KRW),02-6250-4984,서울특별시 강서구 하늘길 210 
1910,004870,티웨이홀딩스,032601,반도체 제조업,"75,437,074","37,718,537,000",500,원(KRW),02-2056-9800,"서울특별시 성동구 아차산로 153 7층(성수동2가, 예림출판문화센터)"
1911,191600,티케이씨,032602,전자부품 제조업,"2,600,000","1,300,000,000",500,원(KRW),,인천광역시 남동구 남동서로269번길 4 
1912,104480,티케이케미칼,032005,화학섬유 제조업,"90,895,434","45,447,717,000",500,원(KRW),02-2001-6000,대구광역시 북구  원대로 128 연우빌딩 3층
1913,081150,티플랙스,032509,기타 금속 가공제품 제조업,"24,268,402","12,134,201,000",500,원(KRW),031-488 -8800,"경기도 안산시 단원구 엠티브이1로 75 (목내동, (주)티플랙스)"
1914,130740,티피씨글로벌,033003,자동차 신품 부품 제조업,"9,450,000","4,725,000,000",500,원(KRW),053-854-7500,경상북도 경산시  진량읍 일연로 574 
1915,217880,틸론,105802,소프트웨어 개발 및 공급업,"3,330,318","1,665,159,000",500,원(KRW),2627-9005,서울특별시 구로구 디지털로 288 대륭포스트타워 1차 1602호 
1916,084730,팅크웨어,032604,통신 및 방송 장비 제조업,"10,425,682","5,212,841,000",500,원(KRW),02-589-9000,경기도 성남시 분당구 판교역로 240 삼환하이펙스 A동 9층 
1917,046210,파나진,032103,의료용품 및 기타 의약 관련제품 제조업,"32,034,160","16,017,080,000",500,원(KRW),042-861-9295,대전광역시 유성구  테크노10로 54 
1918,034230,파라다이스,189102,유원지 및 기타 오락관련 서비스업,"90,942,672","47,032,355,000",500,원(KRW),02-2277-0190,서울특별시 중구  동호로 268 파라다이스빌딩 
1919,033540,파라텍,032902,특수 목적용 기계 제조업,"16,840,552","8,420,276,000",500,원(KRW),02-3780-8704,경기도 부천시 원미구 길주로425번길 30-21 
1920,043200,파루,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","29,667,567","14,833,783,500",500,원(KRW),061 -759 -5190,전남 순천시 서면 선평리 42-2 
1921,217950,파마리서치바이오,137001,자연과학 및 공학 연구개발업,"4,049,391","2,024,695,500",500,원(KRW),031-8039-1401,강원도 강릉시 사임당로 641-3 -
1922,214450,파마리서치프로덕트,074604,생활용품 도매업,"9,466,217","4,733,108,500",500,원(KRW),033-645-7640,강원도 강릉시  과학단지로 77-19 &nbsp
1923,208340,파멥신,032102,의약품 제조업,"6,873,012","3,436,506,000",500,원(KRW),042-863-2017,대전광역시 유성구 유성대로1689번길 70 KT대덕2연구센터 연구2동 2층
1924,005690,파미셀,032101,기초 의약물질 및 생물학적 제제 제조업,"59,958,950","29,979,475,000",500,원(KRW),02-3496-0114,"서울특별시 강남구 언주로 874 (신사동, 쌍봉빌딩 7층) "
1925,177830,파버나인,032602,전자부품 제조업,"10,834,424","5,417,212,000",500,원(KRW),032-814-6900,인천광역시 남동구 호구포로 33 (고잔동 728-2) 남동공단 157블럭 4로트 &nbsp
1926,037070,파세코,032805,가정용 기기 제조업,"14,000,000","7,000,000,000",500,원(KRW),031 -491 -4032,경기도 안산시 단원구 원시로 248 
1927,150900,파수닷컴,105802,소프트웨어 개발 및 공급업,"9,546,462","4,773,231,000",500,원(KRW),02-300-9000,서울특별시 마포구 상암동 1605 누리꿈스퀘어 비즈니스센타 17층 
1928,037030,파워넷,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12,009,614","12,009,614,000","1,000",원(KRW),02-3282-0700,서울특별시 금천구 두산로 70 현대지식산업센터 B동 17층 
1929,047310,파워로직스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","34,353,030","17,408,740,000",500,원(KRW),043-219-5600,충청북도 청원군  옥산면 과학산업4로 163 
1930,266870,파워풀엑스,074604,생활용품 도매업,"6,408,680","3,204,340,000",500,원(KRW),02-500-8088,서울특별시 강남구 논현로 641 논현동대우아이빌 힐타운 2층 
1931,170790,파이오링크,032604,통신 및 방송 장비 제조업,"6,856,330","3,428,165,000",500,원(KRW),02-2025-6900,서울특별시 금천구  가산디지털2로 98 IT캐슬 1동 401호
1932,049120,파인디앤씨,032602,전자부품 제조업,"24,831,859","12,415,929,500",500,원(KRW),031-463-8813,충청남도 아산시  음봉면 연암산로 169 (주)파인디엔씨 
1933,038950,파인디지털,032604,통신 및 방송 장비 제조업,"10,210,765","5,105,382,500",500,원(KRW),031-788-8800,경기도 성남시 분당구 성남대로925번길 41 
1934,278990,파인이엠텍,033309,그외 기타 제품 제조업,"3,624,222","1,812,111,000",500,원(KRW),031-447-2335,경기도 안양시 만안구 덕천로 38 3층
1935,106240,파인테크닉스,032604,통신 및 방송 장비 제조업,"37,608,487","18,804,243,500",500,원(KRW),031-463-8800,경기도 안양시 만안구  덕천로 38 (주) 파인테크닉스 
1936,131760,파인텍,032602,전자부품 제조업,"11,513,868","5,756,934,000",500,원(KRW),031-900-9700,경기도 고양시 일산동구 일산로 138 
1937,140860,파크시스템스,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","6,650,055","3,325,027,500",500,원(KRW),031-546-6900,"경기도 수원시 영통구 광교로 109, 4층(이의동, 나노소자특화팹센터) &nbsp"
1938,091700,파트론,032602,전자부품 제조업,"54,156,410","27,078,205,000",500,원(KRW),031-201-7700,경기도 화성시  삼성1로2길 22 (주)파트론
1939,194510,파티게임즈,105802,소프트웨어 개발 및 공급업,"24,488,350","12,244,175,000",500,원(KRW),02)6005-0985,"서울특별시 강남구 삼성로 570 6, 7층(삼성동, 석천빌딩) "
1940,038160,팍스넷,106309,기타 정보 서비스업,"11,077,521","5,538,760,500",500,원(KRW),000-1688-5010,"서울특별시 양천구 목동서로 201 23층 (목동, 케이티정보전산센터) &nbsp"
1941,202960,판도라티비,105802,소프트웨어 개발 및 공급업,"11,915,582","5,957,791,000",500,원(KRW),070-4484-7100,경기도 성남시 분당구 대왕판교로644번길 49 DTC타워 11층 
1942,032800,판타지오,189001,창작 및 예술관련 서비스업,"72,703,943","36,351,971,500",500,원(KRW),02-3452-6100,서울특별시 강남구 역삼로 248 판타지오 빌딩 
1943,043090,팜스웰바이오,074607,기타 전문 도매업,"27,126,112","13,563,056,000",500,원(KRW),02-569-7610,"강원도 원주시 혁신로 19 506호(반곡동, H타워)"
1944,036580,팜스코,031006,"곡물가공품, 전분 및 전분제품 제조업","36,727,943","18,363,971,500",500,원(KRW),031-7207-114,경기도 안성시  미양면 제2공단4길 33 
1945,027710,팜스토리,031008,동물용 사료 및 조제식품 제조업,"88,347,431","45,974,044,500",500,원(KRW),02-501-1648,서울특별시 강남구  강남대로 310 유니온센터 3층 
1946,225590,패션플랫폼,031401,봉제의복 제조업,"25,189,535","2,518,953,500",100,원(KRW),02-573-1292,서울특별시 강남구 논현로28길 9 유진빌딩 3층
1947,054300,팬스타엔터프라이즈,032901,일반 목적용 기계 제조업,"44,024,513","22,012,256,500",500,원(KRW),000-1577-3520,부산광역시 중구 해관로 30 팬스타크루즈프라자
1948,068050,팬엔터테인먼트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","13,742,997","6,871,498,500",500,원(KRW),02-380-2100,서울특별시 마포구  월드컵북로58길 10 
1949,028670,팬오션,085001,해상 운송업,"534,569,207","534,569,207,000","1,000",원(KRW),02-316-5114,서울특별시 종로구 종로5길 7 Tower 8 팬오션(주)
1950,222110,팬젠,032102,의약품 제조업,"9,641,781","4,820,890,500",500,원(KRW),031-733-9165,"경기도 수원시 영통구 신원로 306, 2동 4층(원천동 영통이노플렉스) &nbsp"
1951,010820,퍼스텍,032502,무기 및 총포탄 제조업,"46,764,840","23,382,420,000",500,원(KRW),055-212-1606,경상남도 창원시 성산구  남면로 485 퍼스텍(주)
1952,016800,퍼시스,033201,가구 제조업,"11,500,000","14,300,000,000","1,000",원(KRW),02-3400-6386,서울특별시 송파구 오금로 311 오금동
1953,060900,퍼시픽바이오,031902,석유 정제품 제조업,"51,110,211","5,111,021,100",100,원(KRW),02-6917-5300,서울특별시 강남구 테헤란로 439 연당빌딩 3층 
1954,263750,펄어비스,105802,소프트웨어 개발 및 공급업,"12,943,000","6,471,500,000",500,원(KRW),031-476-8583,"경기도 안양시 동안구 시민대로327번길 24(관양동,아리온테크놀로지) 2~5층 &nbsp"
1955,001020,페이퍼코리아,031701,"펄프, 종이 및 판지 제조업","73,374,054","36,687,027,000",500,원(KRW),063-440-5000,전라북도 군산시 외항로 1245 페이퍼코리아(주)
1956,087010,펩트론,032101,기초 의약물질 및 생물학적 제제 제조업,"15,326,500","7,663,250,000",500,원(KRW),042-360-8880,대전광역시 유성구 유성대로1628번길 37-24 
1957,090080,평화산업,033003,자동차 신품 부품 제조업,"37,403,844","18,701,922,000",500,원(KRW),053-610-7027,대구광역시 달성군 논공읍 논공로 597 
1958,043370,평화정공,033003,자동차 신품 부품 제조업,"21,000,000","10,500,000,000",500,원(KRW),(053)350-6311,대구 달서구 대천동 1032번지 
1959,010770,평화홀딩스,116409,기타 금융업,"14,625,466","7,312,733,000",500,원(KRW),053-610-8500,대구광역시 달성군  논공읍 논공로 597 
1960,227420,포레스팅블록체인,137105,회사 본부 및 경영 컨설팅 서비스업,"7,587,936","3,793,968,000",500,원(KRW),02-553-5638,서울특별시 송파구 정의로8길 13 6층 (문정동) 
1961,119500,포메탈,032509,기타 금속 가공제품 제조업,"11,847,232","6,012,340,000",500,원(KRW),041-670-6200,충청남도 서산시  지곡면 무장산업로 229-7 
1962,016670,포비스티앤씨,074607,기타 전문 도매업,"40,078,058","20,039,029,000",500,원(KRW),02-2046-9375,서울특별시 강남구 언주로 726 두산빌딩 11층 
1963,056730,포스링크,074607,기타 전문 도매업,"46,163,868","23,081,934,000",500,원(KRW),031-724-2222,"경기도 성남시 분당구  대왕판교로 660 유스페이스1 A동 9층,10층 "
1964,005490,포스코,032401,1차 철강 제조업,"87,186,835","482,403,125,000","5,000",원(KRW),054-220-0114,경상북도 포항시 남구  동해안로 6261 (주) 포스코
1965,022100,포스코 ICT,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","152,034,729","76,017,364,500",500,원(KRW),054-280-1114,경상북도 포항시 남구  호동로 68 (주)포스코아이씨티 
1966,058430,포스코강판,032401,1차 철강 제조업,"6,000,000","30,000,000,000","5,000",원(KRW),054-280-6114,경상북도 포항시 남구  철강로 173 포스코강판주식회사
1967,047050,포스코대우,074601,상품 중개업,"123,375,149","616,875,745,000","5,000",원(KRW),02-759-2114,서울특별시 중구  통일로 10 연세재단세브란스빌딩
1968,009520,포스코엠텍,032401,1차 철강 제조업,"41,642,703","20,821,351,500",500,원(KRW),054-280-8206,경상북도 포항시 남구  형산강북로 131 포스코엠텍
1969,003670,포스코켐텍,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","59,070,000","29,535,000,000",500,원(KRW),(054) 290-0114,경상북도 포항시 남구  신항로 110 (주)포스코켐텍 
1970,189690,포시에스,105802,소프트웨어 개발 및 공급업,"7,515,763","3,757,881,500",500,원(KRW),02-6188-8200,서울특별시 강남구 논현로 646 -
1971,176560,포인트엔지니어링,032509,기타 금속 가공제품 제조업,"6,200,000","3,100,000,000",500,원(KRW),041-546-5131,충청남도 아산시 둔포면 아산밸리로 89 
1972,141020,포티스,074709,무점포 소매업,"49,065,626","24,532,813,000",500,원(KRW),031-709-1407,경기도 성남시 분당구  성남대로779번길 17 포티스빌딩 4층
1973,007630,폴루스바이오팜,032604,통신 및 방송 장비 제조업,"36,164,342","18,082,171,000",500,원(KRW),02-554-3377,인천광역시 연수구 송도과학로 32 송도테크노파크IT센터 M동 27층 
1974,290720,푸드나무,074709,무점포 소매업,"6,806,034","3,403,017,000",500,원(KRW),,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 
1975,005670,푸드웰,031003,"과실, 채소 가공 및 저장 처리업","8,000,000","4,000,000,000",500,원(KRW),053-980-3320,대구광역시 달서구 성서서로 121 - 
1976,094940,푸른기술,032603,컴퓨터 및 주변장치 제조업,"6,574,202","3,287,101,000",500,원(KRW),02-6959-4700,서울특별시 서초구 효령로60길 23-10 (주)푸른빌딩 2층
1977,007330,푸른저축은행,116401,은행 및 저축기관,"15,082,800","15,082,800,000","1,000",원(KRW),02  -545 -9000,서울특별시 서초구 강남대로 581 
1978,017810,풀무원,116409,기타 금융업,"3,809,095","19,045,475,000","5,000",원(KRW),043-879-4500,충청북도 음성군 대소면 삼양로 730-27 
1979,093380,풍강,032509,기타 금속 가공제품 제조업,"9,879,313","4,939,656,500",500,원(KRW),031-359-3600,경기도 화성시  우정읍 남양만로 745 
1980,023900,풍국주정,031101,알코올음료 제조업,"12,600,000","6,300,000,000",500,원(KRW),053 -583 -2071,대구광역시 달서구 성서로 72 
1981,103140,풍산,032402,1차 비철금속 제조업,"28,024,278","140,121,390,000","5,000",원(KRW),02-3406-5846,경기도 평택시  포승읍 평택항로156번길 134 (주)풍산
1982,005810,풍산홀딩스,116409,기타 금융업,"7,835,167","45,175,835,000","5,000",원(KRW),02-2278-6700,인천광역시 계양구  아나지로 156 효성동 (주)풍산홀딩스
1983,195440,퓨전데이타,105802,소프트웨어 개발 및 공급업,"27,204,743","13,602,371,500",500,원(KRW),02-547-7688,서울특별시 강남구 언주로 709 송암빌딩 15층
1984,214270,퓨쳐스트림네트웍스,105802,소프트웨어 개발 및 공급업,"87,842,969","8,784,296,900",100,원(KRW),070-5020-9306,서울특별시 강남구 역삼로8길 15 홍우빌딩 7층
1985,220100,퓨쳐켐,032102,의약품 제조업,"5,749,139","2,874,569,500",500,원(KRW),02-497-3114,서울특별시 성동구 연무장3길 21 2층 &nbsp
1986,035200,프럼파스트,032202,플라스틱제품 제조업,"9,730,590","4,865,295,000",500,원(KRW),044-865-9681,대전광역시 중구  동서대로 1187 
1987,203690,프로스테믹스,032101,기초 의약물질 및 생물학적 제제 제조업,"45,374,817","4,537,481,700",100,원(KRW),02-545-2520,"서울특별시 강남구 언주로 708 (논현동, 경원빌딩)"
1988,303360,프로테옴텍,032103,의료용품 및 기타 의약 관련제품 제조업,"4,356,152","2,178,076,000",500,원(KRW),02-6968-5277,서울특별시 강서구 양천로 401 강서한강자이타워 A동 702호 
1989,053610,프로텍,032902,특수 목적용 기계 제조업,"9,460,203","4,730,101,500",500,원(KRW),031-470-0700,경기도 안양시 동안구 시민대로327번길 11-14(관양동) 
1990,053160,프리엠스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,000,000","3,000,000,000",500,원(KRW),032-679-1477,경기도 부천시 오정구 삼작로178번길 14 
1991,075130,플랜티넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","8,960,000","4,480,000,000",500,원(KRW),070-4489-7000,경기도 성남시 분당구  대왕판교로 670 유스페이스2 A동 6층
1992,222670,플럼라인생명과학,137001,자연과학 및 공학 연구개발업,"2,403,000","1,201,500,000",500,원(KRW),02-6908-3540,서울특별시 서초구 방배로 2855층(한샘방배) 
1993,023770,플레이위드,105802,소프트웨어 개발 및 공급업,"3,660,067","1,830,033,500",500,원(KRW),031-724-2400,"경기도 성남시 분당구 판교로 256번길 25, 제C동  "
1994,150440,피노텍,105802,소프트웨어 개발 및 공급업,"9,565,412","4,782,706,000",500,원(KRW),02-522-3558,"서울특별시 서초구 양재천로9길 1 3층(양재동,용두빌딩) "
1995,032580,피델릭스,032601,반도체 제조업,"21,441,058","10,720,529,000",500,원(KRW),031-785-3500,"경기도 성남시 분당구 백현로 93(수내동, 후너스빌딩 6층) "
1996,051380,피씨디렉트,074605,기계장비 및 관련 물품 도매업,"8,114,848","4,057,424,000",500,원(KRW),(02)785-3001,"서울특별시 용산구 원효로 138 8층 (원효로3가, 청진빌딩) "
1997,241820,피씨엘,032103,의료용품 및 기타 의약 관련제품 제조업,"8,941,164","4,470,582,000",500,원(KRW),070-4673-3433,"서울특별시 금천구 디지털로9길 99 (가산동, 스타밸리) 701호 &nbsp"
1998,237750,피앤씨테크,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,496,600","3,248,300,000",500,원(KRW),031-452-5791,경기도 안양시 동안구 전파로104번길 62 
1999,131390,피앤이솔루션,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","14,280,000","7,140,000,000",500,원(KRW),031-299-0100,경기도 수원시 권선구 산업로 185 -
2000,054340,피앤텔,032604,통신 및 방송 장비 제조업,"30,786,591","15,393,295,500",500,원(KRW),054-979-3320,서울특별시 영등포구  선유로 27 대륭오피스텔 1111gh
2001,024850,피에스엠씨,032602,전자부품 제조업,"38,726,201","19,363,100,500",500,원(KRW),031-522-3700,경기도 화성시 향남읍 발안공단로4길 16 구문천리 928
2002,031980,피에스케이,032902,특수 목적용 기계 제조업,"20,331,604","10,165,802,000",500,원(KRW),031)660-8700,경기도 화성시  삼성1로4길 48 피에스케이
2003,002230,피에스텍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","19,669,243","9,834,621,500",500,원(KRW),031-3408-1790,서울특별시 성동구 왕십리로 46(성수동1가) 
2004,242350,피엔아이컴퍼니,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","4,761,520","2,380,760,000",500,원(KRW),070-8610-5333,제주특별자치도 제주시 첨단로 245-2 
2005,239890,피엔에이치테크,032001,기초 화학물질 제조업,"2,060,000","1,030,000,000",500,원(KRW),031-8021-1890,"경기도 용인시 기흥구 동백중앙로16번길 16-25, 804호(중동, 대우프론티어밸리1단지) "
2006,137400,피엔티,032902,특수 목적용 기계 제조업,"8,817,348","4,408,674,000",500,원(KRW),054-469-6950,경북 구미시 공단동 270번지 
2007,128660,피제이메탈,032402,1차 비철금속 제조업,"24,803,369","12,401,684,500",500,원(KRW),02-555-4451,서울특별시 강남구 테헤란로81길 13삼성동 동원빌딩 11층 
2008,006140,피제이전자,032701,의료용 기기 제조업,"15,000,000","7,500,000,000",500,원(KRW),032 -326 -7000,경기도 부천시 오정구 삼작로 22 부천테크노파크1단지 101동 6층
2009,087600,픽셀플러스,032602,전자부품 제조업,"8,166,558","4,083,279,000",500,원(KRW),031-888-5300,"경기도 수원시 영통구 광교로 105(이의동, 경기알앤디비센터6층) &nbsp"
2010,033180,필룩스,032602,전자부품 제조업,"57,196,161","28,748,080,500",500,원(KRW),070-7780-8000,경기도 양주시 광적면 광적로 235-48 
2011,064800,필링크,074704,"섬유, 의복, 신발 및 가죽제품 소매업","61,629,126","6,162,912,600",100,원(KRW),02-2102-7313,서울특별시 영등포구  영등포로 272 
2012,161580,필옵틱스,032902,특수 목적용 기계 제조업,"17,272,398","8,636,199,000",500,원(KRW),031-292-8321,경기도 수원시 권선구 산업로156번길 17 &nbsp
2013,270520,하나금융10호스팩,116601,금융 지원 서비스업,"4,602,000","460,200,000",100,원(KRW),02-3771-3423,서울특별시 영등포구 의사당대로 82(여의도동) 
2014,284620,하나금융11호스팩,116601,금융 지원 서비스업,"5,401,000","540,100,000",100,원(KRW),02-3771-3423,서울특별시 영등포구 의사당대로 82 &nbsp
2015,261200,하나금융9호스팩,116601,금융 지원 서비스업,"4,260,000","426,000,000",100,원(KRW),02-3771-3339,서울특별시 영등포구 의사당대로 82 
2016,086790,하나금융지주,116409,기타 금융업,"300,242,062","1,501,210,310,000","5,000",원(KRW),02-2002-1110,서울특별시 중구 을지로 66 (을지로 2가)
2017,099340,하나니켈1호,116402,신탁업 및 집합투자업,"22,756,200","113,781,000,000",0,원(KRW),02-3771-9870,"서울특별시 중구 을지로 66 11층(을지로2가, 하나금융그룹 명동사옥)"
2018,099350,하나니켈2호,116402,신탁업 및 집합투자업,"3,284,000","16,420,000,000",0,원(KRW),02-3771-9834,"서울특별시 중구 을지로 66 11층(을지로2가, 하나금융그룹 명동사옥)"
2019,067310,하나마이크론,032601,반도체 제조업,"22,727,078","11,363,539,000",500,원(KRW),041-539-1011,충남 아산시 음봉면 원남리 95-1번지 
2020,307160,하나머스트제6호스팩,116601,금융 지원 서비스업,"4,590,000","459,000,000",100,원(KRW),02-3771-3188,서울특별시 영등포구 의사당대로 82 &nbsp
2021,166090,하나머티리얼즈,032601,반도체 제조업,"19,622,674","9,811,337,000",500,원(KRW),041-410-1029,충청남도 천안시 서북구 3공단3로 42 
2022,293480,하나제약,032102,의약품 제조업,"16,200,000","8,100,000,000",500,원(KRW),02-577-7667,경기도 화성시 향남읍 제약단지로 13-39 
2023,039130,하나투어,147502,여행사 및 기타 여행보조 서비스업,"11,616,185","5,808,092,500",500,원(KRW),02-2127-1000,서울특별시 종로구 인사동5길 41 (주)하나투어 
2024,136480,하림,031001,"도축, 육류 가공 및 저장 처리업","86,945,938","43,472,969,000",500,원(KRW),063-860-2114,전라북도 익산시  망성면 망성로 14 (주)하림
2025,003380,하림지주,116409,기타 금융업,"93,584,198","9,358,419,800",100,원(KRW),02-2085-4684,전라북도 익산시 중앙로 121 - 
2026,172580,하이골드12호,147601,운송장비 임대업,"13,044,500","65,222,500,000","5,000",원(KRW),02-2090-4625,제주특별자치도 제주시 연삼로 473 산업경제진흥원 (이도이동)
2027,153360,하이골드3호,147601,운송장비 임대업,"16,149,790","80,748,950,000","5,000",원(KRW),02-2090-4624,제주특별시자치도 제주시 연삼로 473 산업경제진흥원
2028,159650,하이골드8호,147601,운송장비 임대업,"14,905,929","74,529,645,000","5,000",원(KRW),02-2090-4600,제주특별자치도 제주시 연삼로 473 산업경재진흥원 연삼로 473 산업경제진흥원(이도이동)
2029,149980,하이로닉,032701,의료용 기기 제조업,"14,094,745","1,409,474,500",100,원(KRW),031-698-4900,"경기도 용인시 수지구 신수로 767 19층(동천동, 분당수지U-TOWER) "
2030,013030,하이록코리아,032401,1차 철강 제조업,"13,613,232","6,806,616,000",500,원(KRW),051 -970-0801,부산광역시 강서구 녹산산단27로 97 
2031,126700,하이비젼시스템,032703,사진장비 및 광학기기 제조업,"14,942,112","7,471,056,000",500,원(KRW),031-735-1573,경기도 성남시 중원구 둔촌대로 527 - 
2032,200470,하이셈,137309,"그외 기타 전문, 과학 및 기술 서비스업","17,553,680","8,776,840,000",500,원(KRW),031-8046-1700,경기도 안성시 일죽면 서동대로 7280-26 &nbsp
2033,071090,하이스틸,032401,1차 철강 제조업,"1,999,944","9,999,720,000","5,000",원(KRW),02-2273-2140,충청남도 당진시 송악읍 부곡공단4길 28-252 
2034,221840,하이즈항공,033103,"항공기,우주선 및 부품 제조업","17,696,167","8,848,083,500",500,원(KRW),055-850-8800,경상남도 사천시 사남면 공단5로 24 &nbsp
2035,106190,하이텍팜,074607,기타 전문 도매업,"7,088,782","3,544,391,000",500,원(KRW),043-883-0012,충청북도 음성군  대소면 신내로 280 하이텍팜
2036,019490,하이트론씨스템즈,032605,영상 및 음향기기 제조업,"5,530,735","13,826,837,500","2,500",원(KRW),031-670-9100,경기도 안성시  삼죽면 서동대로 5953-85 
2037,000080,하이트진로,031101,알코올음료 제조업,"70,133,611","368,818,745,000","5,000",원(KRW),02-3219-0114,서울특별시 강남구 영동대로 714 
2038,000140,하이트진로홀딩스,116409,기타 금융업,"23,206,765","118,387,875,000","5,000",원(KRW),02-520-3112,서울특별시 강남구  영동대로 714 
2039,066130,하츠,032805,가정용 기기 제조업,"12,800,000","6,400,000,000",500,원(KRW),(02)3438-6700,경기도 평택시 진위면 동부대로 202 
2040,152550,한국ANKOR유전,116402,신탁업 및 집합투자업,"70,020,000","350,100,000,000",0,원(KRW),2180-0493,서울특별시 영등포구 은행로 3 여의도동
2041,004590,한국가구,074604,생활용품 도매업,"3,000,000","1,500,000,000",500,원(KRW),02-2600-7000,서울특별시 강남구  학동로 120 
2042,036460,한국가스공사,043502,연료용 가스 제조 및 배관공급업,"92,313,000","461,565,000,000","5,000",원(KRW),053-670-0114,대구광역시 동구 첨단로 120- 
2043,039340,한국경제TV,106002,텔레비전 방송업,"23,000,000","11,500,000,000",500,원(KRW),02-6676-0019,서울특별시 영등포구  버드나루로 84 제일빌딩 
